record_id,doi
rec-sha256-bcb9546a445c396bad8deadaa918c52f1331e6a37ef62035dafb709f23be4d71,10.1108/09533239510089526
rec-sha256-5e4928346410e244f75544d618cc1200ca01708da6f243d0f1a0bfe1cd04d23e,10.1108/09533239510089535
rec-sha256-5c65a413f2741c240091fba03085632f8867654378716b20d7d4a7a5028a0de8,10.1108/09533239510093206
rec-sha256-0f1c6da6f92564fc1bb3c3e4c09190809edeecdca943152fb588176eb950a1a7,10.1108/09533239510147134
rec-sha256-1ca3c9908633527cb2d17ed999d1573a25306df891d338a697853bfc337301fa,10.1108/09534810010321517
rec-sha256-2554ad5c1f6401bf73b89b6260735bd24a535707af1bb84cdcd6bf72d14bedd9,10.1108/09534810010330922
rec-sha256-62ec3d6a937363a1a22cc2cbc9db9e98b4cdda8d5bd22252e491a300e2607ce0,10.1108/09534810010378551
rec-sha256-6053902180fabbaa9cda122bf9495d4362402dc36fd0850c0ba7602f240e2471,10.1108/09534810210417384
rec-sha256-d9928094baa4138490effbe8f84f833f8edb442548cc0cbc1f366b39b7505330,10.1108/09534810210423008
rec-sha256-db40abad663a64ac84533b79e6337a2c312666d667dadd566dc5669d3792adf1,10.1108/09534819510077083
rec-sha256-3323b16b607e8532b8f9bf86b43f165023a248d6de07573f937d7d5233057654,10.1108/09534819510077092
rec-sha256-7d34ea1b73e9fc66469c7e92c7a50921661ea2e74f9531f774ad189868abb651,10.1108/09534819510090196
rec-sha256-752f8d7e5901ba2616322c619fc40d52dcef32c4254231b4913debb09f1b6dd2,10.1108/09534819510100536
rec-sha256-5cff22a4cc213426c40290e9e617d48f000bbde5d9562a4e53fbd6b187965656,10.1108/09534819510100545
rec-sha256-35087da77819f17fe86ab9c8bedcfba4a29be6f3e7a3cace3c58b84815fe9473,10.1108/09534819610113748
rec-sha256-612879b3bbf263f99883e83529d5629f37816c1017929d10b403d950f8bf7d8f,10.1108/09534819610124061
rec-sha256-29c6fd7094f82fd90ea101f8b9e88a1875d1b4e2037e6dbb35f771bd44d9593d,10.1108/09534819610128805
rec-sha256-0a9d3f2e44ea49d10011c12b29040945f005bc5067a147a76f0d183dac5e3b5a,10.1108/09534819710160790
rec-sha256-c0df62137ad2b02cae94b8a99da8e8ef858307e30cddee78fdbe1d5d7683606c,10.1108/09534819810212142
rec-sha256-d1e919ccde07a1158188b17758c8dbcfb16f515cd001e7e4d02653e8622fa4dd,10.1108/09534819810369572
rec-sha256-a81284bc54a857fd8508ad6cc5bf746a6389ddd5ec9011c1f52b48b4beaf9741,10.1108/09544780010262769
rec-sha256-dd19b04d41a01ce73983e8848b4e8ff51dbb361c807c8a9256e5482be98dac94,10.1108/09544780010287168
rec-sha256-de36c9aeb7c3868e3b713876631287e099efdc4162ab1a07a3a23666c7c33159,10.1108/09544780010287221
rec-sha256-d6c2453d78182fd603fbe6479f9bf16e37fd0860818e1cc88cf89d12646ffc36,10.1108/09544780010318361
rec-sha256-9456b9ba3c4e6ec0fb6528d24e60690d73c7bf45b0e4ed0e9e1050868d739d62,10.1108/09544780010318389
rec-sha256-06af14f92265d51241ec73615c0eb4749219d54d9a1ab61cb80f0fc4dde7965d,10.1108/09544780010326362
rec-sha256-17a771166b81075dbcdece381df3f260521fa683d6e432ef5b50df91cb654baa,10.1108/09544780010341969
rec-sha256-2e37337a1d08c8036ccc442c9da4a9b30b7b7ff36f8c61708448ecdd2fb5c330,10.1108/09544780010351715
rec-sha256-8e965df890f12d15aafe822dd8f36edb5cba5cb4b1ba33cafbe6fb059f90a102,10.1108/09544780010351760
rec-sha256-79cba72407a72d5c7418746f47dfce40f1e5b3a5729134f327261a4a719225de,10.1108/09544780210413228
rec-sha256-47680ea6df9bf9abdc265ddea06f0a5d27311cd9a5b7760e610a76edf49cc238,10.1108/09544780210413246
rec-sha256-ba2146942688b85db1680da0da21e3d3c385105f3a25c349d8325e47546ccf08,10.1108/09544789410052714
rec-sha256-e0c567f7791882b6c739b15b976076d440eade10a24d6572d70d1249c71765f0,10.1108/09544789410052750
rec-sha256-51dd4333e0f607e1349dc3681aeb5dd4358ec2a400fa5a41ee127259c5d249d0,10.1108/09544789410052769
rec-sha256-36171c464cd723101a8c11b744edcb09d7e00242b40ac655ddd41609b3e1d75f,10.1108/09544789410053966
rec-sha256-d540f667e76b063b726e44a2b44389f606b8b26668ad4e912c36c83fcce95a0e,10.1108/09544789410053993
rec-sha256-8a140f330d41809d8c3af7a0972e3e3958d6ee66440b6d1fb08f070afa0c644c,10.1108/09544789410057827
rec-sha256-d5204492e44e6ce85e9687b6a4cb3ea2504022276483a232f8ee3fd8f835464a,10.1108/09544789410062713
rec-sha256-092aa6faaa1f0f0331583f7512290263c6487e1d35eebc4439f5f5d1762bbffe,10.1108/09544789410062722
rec-sha256-768c7838c46c8017ba7e521004f8bc16aa2312a9aa9a43278fe79762852b916a,10.1108/09544789410067899
rec-sha256-731b25f9431dde569a834639649ca5c82d32080ae44909cfb42378f800ba329c,10.1108/09544789410067907
rec-sha256-2f98cee0149c26f4a7254a56fe2110c0661c48833e857cc183cb37b1b66ee7b8,10.1108/09544789410067916
rec-sha256-7836f30076e33db852b8c7bbe7b7c1f2e35ca331024418e87f1b5bd97441e89b,10.1108/09544789410067925
rec-sha256-065b5f3f7686282179da3dc314eecd4852175c0b2182c1491cb11e3098839190,10.1108/09544789410073577
rec-sha256-a08e6305dc0004df94a5af1b77074ca752c0dfd14c155c62ee43cc0730645ab9,10.1108/09544789510076889
rec-sha256-cd788b3aad0b6b29ce76d96a563b9de1215ee35bd627c7e57d1cfa5cc9f09543,10.1108/09544789510076906
rec-sha256-509c5b6a6c3399b9fbd17b9a40d7140dd91ad65c84bfc2ef06ac95e4ff52214f,10.1108/09544789510081054
rec-sha256-e5d7e566758637cf9e349e0ab3599eefa1957b5a1f817d1fe05c1015222cc292,10.1108/09544789510081144
rec-sha256-6425b11e5153ba66dd8e3ad20b5e2ed810ae8f30a51e75b4e8a9b5452f567527,10.1108/09544789510087733
rec-sha256-6c20871d880ac4a900725cf0b0f2c365fad7ef126128ab9a03c6ce847605032b,10.1108/09544789510092836
rec-sha256-0186f651cb00e24a4d99b5e37fe20f4639ae131e0a41a9658eecb91392722e83,10.1108/09544789510098560
rec-sha256-69246b44c2677dfba3983376e0b1243d56646f6710d8a3ef169a360d667a0891,10.1108/09544789510103699
rec-sha256-0a583c4b0e55d80064c73e8794a0bb09a31e6ae6335900381b891811c342d80e,10.1108/09544789610118485
rec-sha256-39931e01439c92605ddd4e9418713431a9a924c923db44e4349b535c2f955e5e,10.1108/09544789610125270
rec-sha256-f87ca392ae4e38a1e2f4f138b202a4b2f78d93e7f5d3c8601f1231d55511af98,10.1108/09544789610125289
rec-sha256-18872230638e4bddf091b5574d0f2b9dba071fdb36bb193cb1e19eba41328ce3,10.1108/09544789610125324
rec-sha256-7d50708bc798000e9e1767869d472950e43448a2a146b485371230a1b5df95e6,10.1108/09544789610146079
rec-sha256-e3762acb408ce0decb027bd9d312b7073a18692194cda9b4672ef1ee3ff82311,10.1108/09544789710159416
rec-sha256-742ac7e958efed73cd81e536261b41ba2dffce3accb68dfec42ed43cc37d40ec,10.1108/09544789710165590
rec-sha256-a3761d40ed16a208d056a7b1ece2cf33b1156a8f397897904a686782256c5cc8,10.1108/09544789710169019
rec-sha256-88379b14d520d16de86b1cf14fda8b82bef32e3c24e906af9690ed5de76137bf,10.1108/09544789710169028
rec-sha256-71e9cba2b1c6f86702ffab8a34b52487e4084b00529bbffb4757498ee4f87d65,10.1108/09544789710178541
rec-sha256-c0d88c8af43f91fb8b4610b95bdbd70e163efd84fcbbe6169f3067e99d59ec59,10.1108/09544789810197756
rec-sha256-73f5c95691e63c01f04ff639678e55dfc9de8d3737f739007a57e0e9ad093335,10.1108/09544789810222621
rec-sha256-c56bc847b8f9635d989d396de52c6a3af1c9a010a0ce5676344b57f871e53fa6,10.1108/09544789810231243
rec-sha256-72c3ade39277d40b03b1a12a72e0010324515ce584887bac01e59fee16053b73,10.1108/09544789810239128
rec-sha256-4c910e1a1e1f84cc8ffb9e59d56401b3dfb3e69c7b1261205acb29caaa009eaa,10.1108/09544789910246606
rec-sha256-fc3ba9480ff6a234c12601afbdc42284514bcc711f73723176f8ac8e03116a01,10.1108/09544789910256993
rec-sha256-9a3000189ac6981d5ea5ee52544a855104cb38edc157bec33830c8e1d21450e7,10.1108/09544789910257019
rec-sha256-ee7702d387336a70c57e0357617fe548dcdbfbb099fafac0bb4671f3dd84c460,10.1108/09544789910272896
rec-sha256-0b107d8c6686f2854671194990d35fcf0c7d7d691ada498abd870c50d085c537,10.1108/09544789910282426
rec-sha256-44d030356576ecd3503d8be838e2d140b06258d58a462abaf43f0aa5d5135144,10.1108/09544789910287700
rec-sha256-8b2216bc029e7595ab4c58bd1fecd0c662c00f75536a78dafe1fcdb2f5e1b3d0,10.1108/09544789910287746
rec-sha256-b56b21c83bad18365de54b726c305868c6459551c8af85fcbbdaf10edc610fc7,10.1108/09544789910287764
rec-sha256-753e457c6973505e804bd0d6dbf5d1a48d8756bbfbf317bb354390a9ba7669ed,10.1108/09552069410053777
rec-sha256-a8b4873c8af721ec58df1972cffea623377d42b9f500405e21893ee887732a2a,10.1108/09552069410053803
rec-sha256-429c87930da3bba6f66d46e79f16742a2a6d37654f6e34f8a4691389b366d74e,10.1108/09552069410053812
rec-sha256-92c574a16c468f7b77ade7e7a591c68de6b41d7257ef026f6b71b27e36cc452c,10.1108/09552069410064856
rec-sha256-9490acce9943b994e91f92577c209d24558537e04ddc3214918fd3ad6f6b2b51,10.1108/09552069510084006
rec-sha256-6e39837befb52eecb0908c1b43295bb116ccae7e2af159cc7da851990ac4f64b,10.1108/09552069510092700
rec-sha256-49af3bd1d7f94cb630a8d8e55b1eac29b12b23f335065e19f42ed6b6d5db46e9,10.1108/09552069510092737
rec-sha256-468dad9857140815d15153ae03cc841dea487624d4802e40bd356b643d14ae69,10.1108/09552069510102393
rec-sha256-d303d7e7ce3e114c47f9a59689c11df2ba0d7e6f5c98af0d2dd3b49a04fe88e1,10.1108/09552069610113354
rec-sha256-4599e5d8d8bbe3feb7a0098e2b511ca8b13f1814bb83189ba788ea9a7dfd6b81,10.1108/09552069610117927
rec-sha256-bfcc56618dcb0a6a49e25d765c215b8da8ded25369338944ae8fa812fb335ada,10.1108/09552069610117954
rec-sha256-6a2924910222aea57a7d894d38bb73df8ebe391a1b6779a01a7ea15ce5fa889c,10.1108/09552069610125892
rec-sha256-0567e60052aad5ca9791c2826ee672220ee8b658bb3a26af396145a6a3a3915c,10.1108/09552069610153062
rec-sha256-7aab2d836b5c1b982002a740756a3ed8119912e9693209dc65ef09d5fbd65787,10.1108/09552069710166698
rec-sha256-4fb59dc531655f7bcde4d8256f5ced5544bad29e12b675801b803cb26fb7be2d,10.1108/09552069710175436
rec-sha256-f2e6a27058ce25f78a6e9cd8357df51a2278c03bb3b75b11266d29f6a2ead78f,10.1108/09552069710184418
rec-sha256-6689b9768807f1b2b6361cd6ebb867c3923e5cb2ffdd66491c2d546b451a88f6,10.1108/09552069710187118
rec-sha256-5e7cb2f35f3fb6a018cc1dae48a81ec7c521327b30f7300726463518b7b3f9ab,10.1108/09552069810196630
rec-sha256-1c770f176a2ac27f78ddb691599173b43c1ff118128c100a31c1e86290267b66,10.1108/09552069810222793
rec-sha256-1d11bf9ab7cfb9519999909d8082ba10f86884d666d649fad229846167c36e0b,10.1108/09552069810222810
rec-sha256-775fda54bf8a1203d94e043094377f4ce8e20a84b4f359a1407087a1779cf59e,10.1108/09552069810235870
rec-sha256-cd6e1994fa24d8a65e543707615785024c2ea6aa5fd8713b12b307846b19dabc,10.1108/09552069810239263
rec-sha256-52a6a1c7f675b8d24d5716e786e88776e4f2175336c790729e333190f30364ca,10.1108/09555340210414241
rec-sha256-2e900311496be6fb14ca110ccb501b17a5728bdb4ec99bed7552ec58eca44097,10.1108/09555340210420091
rec-sha256-117d896f1b845ed47edfd54444c3d0d3ceb2a5790cefc8ef7f69ceac832dc662,10.1108/09555340210427067
rec-sha256-af40cd7a4dffb17136d2677fe1d736b498ba690dd30ac47de35c55b080b92d9d,10.1108/09555349410050749
rec-sha256-92051de11c867c68ff9f2c2ce48e89fbe52812193b50759d732c3da1e52a31f7,10.1108/09555349410054132
rec-sha256-46d3522e4dd1421d54bc5c7a97737b73af51b3c79fff80f9c7014745181d479f,10.1108/09555349410068858
rec-sha256-2a432f4e9f57d45bda3aa309e0ddfdc239c382a6fecb6d2b4b1bc04e3eb26406,10.1108/09555349510096108
rec-sha256-15bd0fa7b9d6e3745c28d1ec811580759c7626a2f84434228457b9d8f7cc03b8,10.1108/09555349610107014
rec-sha256-617463631faf58fbeaaa52af8f391e371ddefafd20b8c8346f3a291c02fe4106,10.1108/09555349610107023
rec-sha256-240a230831fb7e2d9099089cb11015a665fcff58498583a3bc48e1384a7b0845,10.1108/09555349610107041
rec-sha256-fc8cb3ef8ab7af8e0c49f208240e96717ad769618644c50ee6acfc7fe3378aea,10.1108/09555349610111820
rec-sha256-ed29be2fc64590188fa748bb7ba1332067c82620d6faf61e8d69f31b135e14ae,10.1108/09555349610111839
rec-sha256-7e2846608817cff22c3525ab613939dacb7a3409bf09dd5b81be250fc6aa6206,10.1108/09555349610111848
rec-sha256-45349696c9ae131adf598ce46f2836bc1aa521c761bc133dc2796dda7734799e,10.1108/09555349610124628
rec-sha256-f92e917b1e2f75dde8df1cdebb37673084db47721d6157714319a8c85ec983c8,10.1108/09555349610152636
rec-sha256-66ad18265fabe983b9bd64c8c994bb117b390a02f3703d79e67a00a5eaf8958f,10.1108/09555349610152654
rec-sha256-170c18942f3e308f8d89ac348a67d2a66a232e4430dc70433cfbc51b25aad0b6,10.1108/09555349710167567
rec-sha256-6dbb40c2f1ae8796a9a1581711791bd5f6609187a66485fcf2193bbe785b5862,10.1108/09555349710175261
rec-sha256-f49af90290f3b42ee3d8a094551e47c6da4e43fb2351d50fb16c00dd747b8538,10.1108/09555349710179816
rec-sha256-f5f87ec7bc9515348c11681da90791438f94deff68903ad65f56f8654aae30f1,10.1108/09555349710179834
rec-sha256-2964590cb7ed93d6fc51a77916a634691bac42510bd7bde834052fe11511ee7a,10.1108/09555349710189969
rec-sha256-c3fe1746271e8acc9f5bf559723769ea3eef87c02faa542e70629c0788853f65,10.1108/09555349810221853
rec-sha256-0a6da1a1f4fc69ce7442cf4f031b749e3914fb9af1ffbd70c9b9ce499556e97d,10.1108/09555349810221862
rec-sha256-c37b274116b0473d00f16e6e008df0604eceb035d666f75af16e83bf3b689426,10.1108/09556219410055530
rec-sha256-2e2771f39c11a16b38f5cc957eb0eb2e72dc24345f66bc642eb5936a21c00fb9,10.1108/09556219410062631
rec-sha256-466bea5a864cb53a995798fe3050b29d244a66e1c2a89bf6c10c10257bf3ceb1,10.1108/09556219410066655
rec-sha256-6bf9d5a76ca03f5c2667edc465ed942be1153983a235155efd45453ff88c3e06,10.1108/09556219410072324
rec-sha256-f2e13cc6c6f36ecb03ebc6a1f76d44da8cd066442f38d737cd10e869e174beb5,10.1108/09556220210420336
rec-sha256-5497ef32ef401e318d46ce4ad608841bad52a07a0e26ceadc6747700d3353c66,10.1108/09556220210424198
rec-sha256-8e8cc8f0a060b6b272b5de18cb3dbf8062dd03424dac2da3256901419df0e68f,10.1108/09564230010355395
rec-sha256-827066345ea0dcef03c0a9c0fb0a97e5d06b2dfac5d30680f60bee046e22d02b,10.1108/09564239010002847
rec-sha256-8d418c3be9bef3509c98646d0902f16f2f29ece36f05c07e9e7834e82abb9fa7,10.1108/09564239210011953
rec-sha256-47781b4dce0bfa9700e0826ee1e04e414e3c3f361f58508b0f3a80ef34c889dd,10.1108/09564239210011962
rec-sha256-d0ab31febeb0d70cc72bb1a648b3fe019cd879aba0dba1437c6a8f9f686a551e,10.1108/09564239210015166
rec-sha256-e3d7b881ff1e14b491f172c4092f502be79d8eb979717518b1379477f21bbd74,10.1108/09564239310044299
rec-sha256-c9d16f5e0565999ec474e6fbad1c51d4e90f4dce09c7ac41f33311914410ab2b,10.1108/09564239510146672
rec-sha256-4a0df4867476a58ba3aa6c5a384f00720b4d4381aa6c9a9a482c97d0556b86bf,10.1108/09564239710161060
rec-sha256-1459861d2c49fb60824154b1f07dc101ce9994fd746d11b8235a8b96d29a7b25,10.1108/09564239710174372
rec-sha256-a621945013ecf1190061576fddb1633aea2ff5508268d2932b086a2ce9a783b4,10.1108/09564239710189808
rec-sha256-6ab47d1742f2d715fef4ec0aa12d9805f19e30beb0386b31546a4ccd708d538b,10.1108/09564239710189817
rec-sha256-5e1ebce2bd6929fb0dade7513db845d9f92fc23a47f6c08dcbdfd3829579d20e,10.1108/09564239810210451
rec-sha256-954bfd6d7d210c061f4c86428ed5d103b50c93807cca16ed2086c8d9da6811f0,10.1108/09564239810223565
rec-sha256-fa07ab47059e7dc403d76e0ef67d17a6446fc3ac1413174373033d5d5c6e112b,10.1108/09564239810228858
rec-sha256-addb536e14d94c7f4df0f86215695d0aebe4ac9418834a7623a7539ea810d1c3,10.1108/09564239810228867
rec-sha256-343ff4efa9ceae26df70c88895fa6dcceb5c1c3135d7a4cdd30db3c98880eb65,10.1108/09564239910288941
rec-sha256-07fb6053980e22befd8c9dcdf0338536918249ffb68d177c6c5a0fa7a078c9c3,10.1108/09566160010314189
rec-sha256-3e4682aa56f21406d0a793e2b0cc327e8dda078d423b48a1d8f1cd0da5d0fba9,10.1108/09566160010321541
rec-sha256-bd6074f10b1b0d391f919e78ae3d8cd7ee7818f70a3c5d3b8cfc2ddc8e5f0e20,10.1108/09566160010372734
rec-sha256-21789b76a3fb7ef4c5e1da261a2f3337ca24f4f7e8a985513b854712350fc77d,10.1108/09566160010372743
rec-sha256-8fcbdc0b0553749a6051e8c6c5c1d93a1b0358b78a8fb817dbb4f917f365d96e,10.1108/09566160010372770
rec-sha256-25ca7c8a8f0b6ae345d6a48e001b5edee746e61d95fb24c682596d35aff0bca7,10.1108/09566160210424617
rec-sha256-4ae9f3bae3b9c4bad4a22fa7b3be75b27f43a69bc7fd48652f1cb0ba23de2f8f,10.1108/09566169410051494
rec-sha256-945bec2792356bf8b2d903ef882df58e8eff02d111bcea7667cee645d29e5436,10.1108/09566169410051502
rec-sha256-88a7d2f6c5c27a0a9946929a7c1ae0781353d31993589f5615219440c70a4729,10.1108/09566169410051520
rec-sha256-acad40ddfb0e57ba1d15dfdbb2b2c30f66d093c6e51bfb62137e66fb2beeb426,10.1108/09566169410057119
rec-sha256-c0c2dab7643ffa24721f94639f7f5b586f23e3072fe54e491b2e7a7574e8ae3b,10.1108/09566169410057128
rec-sha256-1f38debcd4d875a951519927424db1e4ff4fe9e858967dd1cb076f428576c5b3,10.1108/09566169410059496
rec-sha256-4e722fda863083f1c5e3e4308500fd01be74c07f6e0fbfad8067b21f77b38484,10.1108/09566169410069396
rec-sha256-f8e8a0c46218316a2387cc32638e425d29098fb8264c1a7d6f45d021813d6401,10.1108/09566169410069413
rec-sha256-2a0af5d4b2d719fdeaa79ec80cc15f11e62daf3c83870a047e22a773d22d1d27,10.1108/09566169510078458
rec-sha256-040b58aa4bf7dd7e5529b1c317a39d839ff6e4589a1837cc5db48676f13c323e,10.1108/09566169510090805
rec-sha256-72f64c22a982d76a0c2f98139c58e709b4237236e3f987e36c2159c7063d7514,10.1108/09566169510091958
rec-sha256-17c626304ac7dc845a1d6e53b6204523ddf008d9050d32c71405bf594ec64807,10.1108/09566169510096494
rec-sha256-64b0ee2f9c3f33764f7da1fcc29a8fc28323bea0a78415b2d63ac532f1a7e283,10.1108/09566169610112971
rec-sha256-94673ce49aeccb27034d2dce0510fabbee823cc8191cab51697761224b884a27,10.1108/09566169610123041
rec-sha256-8235c644cf7db037b2d1159ad175985a02f28c09d8bc4db2d9070e5d29d59e81,10.1108/09566169610123050
rec-sha256-f24361580f171e5ff0d9e031f9818d396ecfe811e96bda1ed82699c1b2e8d2f1,10.1108/09566169610123078
rec-sha256-b52d6927b96fbfc7f01fc1180381bb9ebbae0e6afda8493e26972022a0a23b56,10.1108/09566169610130377
rec-sha256-e6007921b853f44d8e2bce831019b4d4dbd58f611d16fa8c1758be9ea572d1be,10.1108/09566169610181641
rec-sha256-501543698d235402e3ce2d30b2dd52b8db8b83ff3f09b3034bd8dc893711355a,10.1108/09566169710166557
rec-sha256-d24ccaf8dc6f2c82f3a62dd33d662cf5885ab51b1fffec1505b0a99fa7c9cb35,10.1108/09566169710179157
rec-sha256-f7e0aa20126d1c1c4f699891189907fecb1593bfd497c706827a6ccefc9deaac,10.1108/09566169710179229
rec-sha256-d7690319b8243d12c30c08db53513c666e813bbce0793bb1daf2c86e13231e19,10.1108/09566169710179238
rec-sha256-9b003c6baf30dba5e02d59badbe48fb76225b13db72e1695daedfa6a3a25e5ab,10.1108/09566169710179256
rec-sha256-a9297ebfc661b5a68b267a70b51ee027e3422aa137d94875416ce47e1a21d3cc,10.1108/09566169710179283
rec-sha256-2bc473ba63366ee7239d230ac691244a2620faa3032e8621d8db2410da5adecc,10.1108/09566169710179328
rec-sha256-8fa94da0bba278d5a9ff2be0a4e3bdcaa781b2e1b8d746071c2b47bbb9dda38f,10.1108/09566169710180731
rec-sha256-66139ccf6559dccf16de5e037e695b94905cd1c8c93d7a1957a0092a9af5d18f,10.1108/09566169710180740
rec-sha256-c7227949978ae67402f4e1a73c02d6ee9afe219e5282f47128b4a29d2a784a90,10.1108/09566169810195680
rec-sha256-c7d9106c9d2db3d13df6909a95200fe4357da4498b567ab1860f2c368d02ea89,10.1108/09566169810211168
rec-sha256-653d0e58255eb8e14ae5092c6f678b7bdb5e835ce12aecbdd29bed49e6a78f65,10.1108/09566169810222166
rec-sha256-c1d31fd125abb055298d072a25bd7cd68e7288a41f54be96638a7392c8d0ad9e,10.1108/09566169810222175
rec-sha256-8efd17f59abb751f14c45435e91966d14e9e166159a695951840112b77f49535,10.1108/09566169810222184
rec-sha256-5e3efbe883c97b1b7247106e692475897953a59d6e752a35a22d62fa6ff8119e,10.1108/09566169810229006
rec-sha256-c524343cc3f20a391264764818b4f92d2f3c9e96926bd17182a94213b7bd27ed,10.1108/09566169910257103
rec-sha256-82d63e506f45b1afa6a942fa46e88891b862bc43d6a87f862690e6587fb7df40,10.1108/09566169910257112
rec-sha256-e30baba4d8231d8c3cbf67e6855181e14c64b4bd8a95418420075a0115447309,10.1108/09566169910257121
rec-sha256-84f3c933472816a247b0f82265c9b933b70a988f6387ceb0f70fd740d67cf3c3,10.1108/09566169910257158
rec-sha256-0dc90ed39c9ba1aef2d13086be1b14c7e481ef52acba6514dc4f595b7bfb0456,10.1108/09566169910257220
rec-sha256-be0b6077853f60ec552718d26ff38d65f8b90a6d0af5c271a7e65342998329e0,10.1108/09566169910257239
rec-sha256-50ce7da3771cb1fc56d5487924a391e2b2a39219904e76b4afd5f3fb4cd60d83,10.1108/09566169910274960
rec-sha256-adc0facdd95f1ac936c729b7dc956572d8494e0fe9f41944ef77522e8ff19ddb,10.1108/09566169910276058
rec-sha256-80f368b10d62a02bf5d9494cab25da22156110c9d2fa6f2acefb4a9138b557de,10.1108/09566169910276193
rec-sha256-f6408423d95e0a897762b1a9aff7e1d091e2b29533ac3649bdd134411be81391,10.1108/09566169910289441
rec-sha256-b5c0f8404a53af6c66bcc5a647010e9f98de19c49768b7985bde062a0318dc72,10.1108/09566169910289595
rec-sha256-ab5a3efcb611b858861179041db7e49df99e463f00fe8484c4a70da6fd9a22f3,10.1108/09566169910289667
rec-sha256-4a2f49e500938ce30f457faed4bc36cf3018763c5e0a14cb74a4ec5836c4a42b,10.1108/09576050010326510
rec-sha256-2c12595372d8160058b78af73c4278862ef1b22e6cbd24ee50cfe8e60e359f20,10.1108/09576050010326529
rec-sha256-836b23e76e9fd3e711c2b420f2e877dbf50c9d7658c2a1f264016e9246109668,10.1108/09576050010340884
rec-sha256-f47ef6407a927add9cd173f4719cc27cc127abd3d9d9576917e4f3a4eeb9a00c,10.1108/09576050210412675
rec-sha256-f5c127df7406e120a2fc2dac2a9c6ea74d56f2b1270c4eafa47709febaa43fec,10.1108/09576059410052340
rec-sha256-29b7483d9f456a6b2c0b20cd0b2702f93b1b213d776e407d2d0f927537702002,10.1108/09576059410052359
rec-sha256-39da2de32e708895b393581a4c9be7bcafbc5f6033589d2c394a879ef74dd647,10.1108/09576059410066417
rec-sha256-ef6f04de6612b6370ea1d40001d3182e1e9ca8485f31b682e635c993b0727f4e,10.1108/09576059510078684
rec-sha256-0549ae87fcc4e64de0ddfa946d3c53136d7669e16aa4476e947e42c8e831ae2b,10.1108/09576059510091670
rec-sha256-cfad61692cd923b130eecff8fe405ffafd050782458088257e45327d006e8090,10.1108/09576059610107851
rec-sha256-977c3a38cdd8976245d2e79553f4ff3077a3335dd4cd6ed4015829edc880f00b,10.1108/09576059610113223
rec-sha256-40f9729845a43322c6c58c658abfdc235eeb696a2ebcf0aca19e06e0d460363b,10.1108/09576059610113269
rec-sha256-00df7ac930e665edaeb6b82b337989c9176d0d48a329d441028a83bb16a8b5e3,10.1108/09576059610116662
rec-sha256-7b4aea517e8a0bb1867ed41974c25d811b0759427a522486716c808ebd3ce562,10.1108/09576059610148450
rec-sha256-9c3494fcce3f38523112506264789e0ec3bb62a60f04ec7ad7f0e2a3defa2423,10.1108/09576059710159691
rec-sha256-93c81107e3a2c71878f775c4d73f44c89d8d6cb58d09be1e1fcaef265fef2943,10.1108/09576059710187375
rec-sha256-adbd565f942ce26b695075584620992f27cd4f3c257af9a70d9cc286626c5e53,10.1108/09576059810202213
rec-sha256-fe0d7143d94839e3a8ad2e56ffc3b261bd1ba970aa7207b15138072bc82fd9cb,10.1108/09576059810209946
rec-sha256-fd44cbc274f7e73a39d4d985c197e6df7f6483abfea9f3ac31e9cc117ce49aaf,10.1108/09576059810210016
rec-sha256-9401b9630f125fdc62407f806927a2251df2f94de1e0cfb97819142ca794748b,10.1108/09576059810218955
rec-sha256-c3992c1cfaf0ef71dad0289aee11b6c309098d9d19ff266e8affdec933d6cb27,10.1108/09576059810226802
rec-sha256-9f15983d4b788090a6e4cd00b45388190108b8a17694341eb0e2cb532183b298,10.1108/09576059810234191
rec-sha256-684cf5edede4793e0eee1c3f2b8adb8cdd6e3d398c4313aa20f35af40f8f6700,10.1108/09576059810234254
rec-sha256-c75cfbaa44acb2faa464819d0d0b4664735de3700d25286b7b6f9983fa40176a,10.1108/09576059910256600
rec-sha256-8a4d46abff9b15fe31165609d4881831a43c08aaf0f606cb65afdb5811778320,10.1108/09576059910268869
rec-sha256-3effe8a9a24ae99c249e213524b278e292e527140426c31c14ce937619e2c8c4,10.1108/09576059910295805
rec-sha256-0202acb6bf2216d2387759631d161ef27fb360fefec252aa6d048596ba2f3d6f,10.1108/09576059910299036
rec-sha256-7e8fdfa8832a5d9069ecc078d9b0166d84847bfab7478a898620991d6ea4853b,10.1108/09576060010303686
rec-sha256-bddc5ed766c11ff56660b8ed09d875be5de529e9e6bb7f9b435d7c5b92617546,10.1108/09576060010314134
rec-sha256-fbc00696c18f80b56ff9043b7c33c591e9174e6c1e99f9001315c5ebde052326,10.1108/09576060010326401
rec-sha256-864f6a203ecb59213428c8a76ca9ef338a84937a1266dfee4f5cb3e15df2eeeb,10.1108/09576060010335609
rec-sha256-af1cff434e491134a6087df30e165d94f99590a7627eb99c4324a453f0072714,10.1108/09576060210415400
rec-sha256-796bfc7f366b6f36a8f609763d97b337cc732b04b50d789a9128db5996e6c44b,10.1108/09576069410050323
rec-sha256-7c92c01dc7ac729fbb3a325e5ffa7e9e29792f400c0e8bf8339453b02a2b3e50,10.1108/09576069410064706
rec-sha256-4a570602d3277d0e74c4884bf55064007e0a035d7f7246978b0e833676be4004,10.1108/09576069410064733
